"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Giant Slayer Whip","DMG'24","264","rare","Weapon (Whip), Martial Weapon, Melee Weapon","","1d4 Slashing","Finesse, Reach","Mastery: Slow","3 lb.","","You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.When you hit a Giant with this weapon, the Giant takes an extra 2d6 damage of the weapon's type and must succeed on a DC 15 Strength saving throw or have the Prone condition. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Giant Slayer Wooden Staff","DMG'24","264","rare","Weapon (Wooden Staff), Spellcasting Focus, Simple Weapon","","1d6 Bludgeoning","versatile (1d8)","Mastery: Topple","4 lb.","","You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.When you hit a Giant with this weapon, the Giant takes an extra 2d6 damage of the weapon's type and must succeed on a DC 15 Strength saving throw or have the Prone condition. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.A Druidic Focus takes a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Glaive of Life Stealing","DMG'24","314","rare","Weapon (Glaive), Martial Weapon, Melee Weapon","Requires Attunement","1d10 Slashing","Heavy, Reach, Two‑Handed","Mastery: Graze","6 lb.","","When you attack a creature with this magic weapon and roll a 20 on the d20 for the attack roll, that target takes an extra 15 Necrotic damage if it isn't a Construct or an Undead, and you gain Temporary Hit Points equal to the amount of Necrotic damage taken. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Glaive of Sharpness","DMG'24","314","very rare","Weapon (Glaive), Martial Weapon, Melee Weapon","Requires Attunement","1d10 Slashing","Heavy, Reach, Two‑Handed","Mastery: Graze","6 lb.","","When you attack an object with this magic weapon and hit, maximize your weapon damage dice against the target.When you attack a creature with this weapon and roll a 20 on the d20 for the attack roll, that target takes an extra 14 Slashing damage and gains 1 Exhaustion level. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Glaive of Wounding","DMG'24","314","rare","Weapon (Glaive), Martial Weapon, Melee Weapon","Requires Attunement","1d10 Slashing","Heavy, Reach, Two‑Handed","Mastery: Graze","6 lb.","","When you hit a creature with an attack using this magic weapon, the target takes an extra 2d6 Necrotic damage and must succeed on a DC 15 Constitution saving throw or be unable to regain Hit Points for 1 hour. The target repeats the save at the end of each of its turns, ending the effect on itself on a success. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Greatsword of Life Stealing","DMG'24","314","rare","Weapon (Greatsword), Martial Weapon, Melee Weapon","Requires Attunement","2d6 Slashing","Heavy, Two‑Handed","Mastery: Graze","6 lb.","","When you attack a creature with this magic weapon and roll a 20 on the d20 for the attack roll, that target takes an extra 15 Necrotic damage if it isn't a Construct or an Undead, and you gain Temporary Hit Points equal to the amount of Necrotic damage taken. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Greatsword of Sharpness","DMG'24","314","very rare","Weapon (Greatsword), Martial Weapon, Melee Weapon","Requires Attunement","2d6 Slashing","Heavy, Two‑Handed","Mastery: Graze","6 lb.","","When you attack an object with this magic weapon and hit, maximize your weapon damage dice against the target.When you attack a creature with this weapon and roll a 20 on the d20 for the attack roll, that target takes an extra 14 Slashing damage and gains 1 Exhaustion level. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Greatsword of Wounding","DMG'24","314","rare","Weapon (Greatsword), Martial Weapon, Melee Weapon","Requires Attunement","2d6 Slashing","Heavy, Two‑Handed","Mastery: Graze","6 lb.","","When you hit a creature with an attack using this magic weapon, the target takes an extra 2d6 Necrotic damage and must succeed on a DC 15 Constitution saving throw or be unable to regain Hit Points for 1 hour. The target repeats the save at the end of each of its turns, ending the effect on itself on a success. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Half Plate Armor of Acid Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Acid damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Cold Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Cold damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Etherealness","DMG'24","286","legendary","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","While you're wearing this armor, you can take a Magic action and use a command word to gain the effect of the Etherealness spell. The spell ends immediately if you remove the armor or take a Magic action to repeat the command word. This property of the armor can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Fire Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Fire damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Force Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Force damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Lightning Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Lightning damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Necrotic Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Necrotic damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Poison Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Poison damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Psychic Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Psychic damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Radiant Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Radiant damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Thunder Resistance","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","You have Resistance to Thunder damage while you wear this armor.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Vulnerability (Bludgeoning)","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","While wearing this armor, you have Resistance to Bludgeoning damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Piercing and Slashing damage.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Vulnerability (Piercing)","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","While wearing this armor, you have Resistance to Piercing damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Bludgeoning and Slashing damage.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Half Plate Armor of Vulnerability (Slashing)","DMG'24","231","rare","Medium Armor (Half Plate Armor)","Requires Attunement","AC 15 + Dex (max 2)","","","40 lb.","","While wearing this armor, you have Resistance to Slashing damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Bludgeoning and Piercing damage.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Hide Armor of Acid Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Acid damage while you wear this armor."
"Hide Armor of Cold Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Cold damage while you wear this armor."
"Hide Armor of Fire Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Fire damage while you wear this armor."
"Hide Armor of Force Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Force damage while you wear this armor."
"Hide Armor of Lightning Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Lightning damage while you wear this armor."
"Hide Armor of Necrotic Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Necrotic damage while you wear this armor."
"Hide Armor of Poison Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Poison damage while you wear this armor."
"Hide Armor of Psychic Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Psychic damage while you wear this armor."
"Hide Armor of Radiant Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Radiant damage while you wear this armor."
"Hide Armor of Thunder Resistance","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","You have Resistance to Thunder damage while you wear this armor."
"Hide Armor of Vulnerability (Bludgeoning)","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","While wearing this armor, you have Resistance to Bludgeoning damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Piercing and Slashing damage."
"Hide Armor of Vulnerability (Piercing)","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","While wearing this armor, you have Resistance to Piercing damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Bludgeoning and Slashing damage."
"Hide Armor of Vulnerability (Slashing)","DMG'24","231","rare","Medium Armor (Hide Armor)","Requires Attunement","AC 12 + Dex (max 2)","","","12 lb.","","While wearing this armor, you have Resistance to Slashing damage. Curse. This armor is cursed, a fact that is revealed only when the Identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by a Remove Curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have Vulnerability to Bludgeoning and Piercing damage."
"Holy Avenger Battleaxe","DMG'24","269","legendary","Weapon (Battleaxe), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","1d8 Slashing","Versatile (1d10)","Mastery: Topple","4 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Holy Avenger Blowgun","DMG'24","269","legendary","Weapon (Blowgun), Martial Weapon, Ranged Weapon","Requires Attunement By a Paladin","1 Piercing","Ammunition (Range 25/100 ft.; Needle), Loading","Mastery: Vex","1 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Holy Avenger Club","DMG'24","269","legendary","Weapon (Club), Simple Weapon, Melee Weapon","Requires Attunement By a Paladin","1d4 Bludgeoning","Light","Mastery: Slow","2 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Holy Avenger Dagger","DMG'24","269","legendary","Weapon (Dagger), Simple Weapon, Melee Weapon","Requires Attunement By a Paladin","1d4 Piercing","Finesse, Light, Thrown (20/60 ft.)","Mastery: Nick","1 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Holy Avenger Dart","DMG'24","269","legendary","Weapon (Dart), Simple Weapon, Ranged Weapon","Requires Attunement By a Paladin","1d4 Piercing","Finesse, Thrown (20/60 ft.)","Mastery: Vex","¼ lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Holy Avenger Flail","DMG'24","269","legendary","Weapon (Flail), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","1d8 Bludgeoning","","Mastery: Sap","2 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Holy Avenger Glaive","DMG'24","269","legendary","Weapon (Glaive), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","1d10 Slashing","Heavy, Reach, Two‑Handed","Mastery: Graze","6 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Holy Avenger Greataxe","DMG'24","269","legendary","Weapon (Greataxe), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","1d12 Slashing","Heavy, Two‑Handed","Mastery: Cleave","7 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Cleave. If you hit a creature with a melee attack roll using this weapon, you can make a melee attack roll with the weapon against a second creature within 5 feet of the first that is also within your reach. On a hit, the second creature takes the weapon's damage, but don't add your ability modifier to that damage unless that modifier is negative. You can make this extra attack only once per turn."
"Holy Avenger Greatclub","DMG'24","269","legendary","Weapon (Greatclub), Simple Weapon, Melee Weapon","Requires Attunement By a Paladin","1d8 Bludgeoning","Two‑Handed","Mastery: Push","10 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Holy Avenger Greatsword","DMG'24","269","legendary","Weapon (Greatsword), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","2d6 Slashing","Heavy, Two‑Handed","Mastery: Graze","6 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
"Holy Avenger Halberd","DMG'24","269","legendary","Weapon (Halberd), Martial Weapon, Melee Weapon","Requires Attunement By a Paladin","1d10 Slashing","Heavy, Reach, Two‑Handed","Mastery: Cleave","6 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Cleave. If you hit a creature with a melee attack roll using this weapon, you can make a melee attack roll with the weapon against a second creature within 5 feet of the first that is also within your reach. On a hit, the second creature takes the weapon's damage, but don't add your ability modifier to that damage unless that modifier is negative. You can make this extra attack only once per turn."
"Holy Avenger Hand Crossbow","DMG'24","269","legendary","Weapon (Hand Crossbow), Martial Weapon, Ranged Weapon","Requires Attunement By a Paladin","1d6 Piercing","Ammunition (Range 30/120 ft.; Bolt), Light, Loading","Mastery: Vex","3 lb.","","You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. When you hit a Fiend or an Undead with it, that creature takes an extra 2d10 Radiant damage.While you hold the drawn weapon, it creates a 10-foot Emanation originating from you. You and all creatures Friendly to you in the Emanation have Advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the Paladin class, the size of the Emanation increases to 30 feet. Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
