"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Rat","MM'25","367","Tiny","Beast","unaligned","10","1 (1d4 - 1)","20 ft., Climb 20 ft.","2","11","9","2","10","4","","Perception +2","","","","","Darkvision 30 ft., passive Perception 12","—","0 (XP 10; PB +2)","Agile. The rat doesn't provoke Opportunity Attacks when it moves out of an enemy's reach.","Bite. Melee Attack Roll: +2, reach 5 ft. Hit: 1 Piercing damage.","","","","","","","Forest, Swamp, Underdark, Urban",""
"Raven","MM'25","368","Tiny","Beast","unaligned","12","2 (1d4)","10 ft., Fly 50 ft.","2","14","10","5","13","6","","Perception +3","","","","","passive Perception 13","—","0 (XP 10; PB +2)","Mimicry. The raven can mimic simple sounds it has heard, such as a whisper or chitter. A hearer can discern the sounds are imitations with a successful DC 10 Wisdom (Insight) check.","Beak. Melee Attack Roll: +4, reach 5 ft. Hit: 1 Piercing damage.","","","","","","","Hill, Swamp, Urban",""
"Red Dragon Wyrmling","MM'25","254","Medium","Dragon (Chromatic)","chaotic evil","17","75 (10d8 + 30)","30 ft., Climb 30 ft., Fly 60 ft.","19","10","17","12","11","15","Dex +2, Wis +2","Perception +4, Stealth +2","","","fire","","Blindsight 10 ft., Darkvision 60 ft., passive Perception 14","Draconic","4 (XP 1,100; PB +2)","","Multiattack. The dragon makes two Rend attacks.
Rend. Melee Attack Roll: +6, reach 5 ft. Hit: 9 (1d10 + 4) Slashing damage plus 3 (1d6) Fire damage.
Fire Breath (Recharge 5–6). Dexterity Saving Throw: DC 13, each creature in a 15-foot Cone. Failure: 24 (7d6) Fire damage. Success: Half damage.","","","","","","","Hill, Mountain","Any"
"Reef Shark","MM'25","368","Medium","Beast","unaligned","12","22 (4d8 + 4)","5 ft., Swim 30 ft.","14","15","13","1","10","4","","Perception +2","","","","","Blindsight 30 ft., passive Perception 12","—","1/2 (XP 100; PB +2)","Pack Tactics. The shark has Advantage on an attack roll against a creature if at least one of the shark's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.
Water Breathing. The shark can breathe only underwater.","Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (2d4 + 2) Piercing damage.","","","","","","","Underwater",""
"Remorhaz","MM'25","258","Huge","Monstrosity","unaligned","17","195 (17d12 + 85)","40 ft., Burrow 30 ft.","24","13","21","4","10","5","","","","","cold, fire","","Darkvision 60 ft., Tremorsense 60 ft., passive Perception 10","—","11 (XP 7,200; PB +4)","Heat Aura. At the end of each of the remorhaz's turns, each creature in a 5-foot Emanation originating from the remorhaz takes 16 (3d10) Fire damage.","Bite. Melee Attack Roll: +11, reach 10 ft. Hit: 18 (2d10 + 7) Piercing damage plus 14 (4d6) Fire damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 17), and it has the Restrained condition until the grapple ends.","Swallow. Strength Saving Throw: DC 19, one Large or smaller creature Grappled by the remorhaz (it can have up to two creatures swallowed at a time). Failure: The target is swallowed by the remorhaz, and the Grappled condition ends. A swallowed creature has the Blinded and Restrained conditions, it has Total Cover against attacks and other effects outside the remorhaz, and it takes 10 (3d6) Acid damage plus 10 (3d6) Fire damage at the start of each of the remorhaz's turns.If the remorhaz takes 30 damage or more on a single turn from a creature inside it, the remorhaz must succeed on a DC 15 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 5 feet of the remorhaz and has the Prone condition. If the remorhaz dies, any swallowed creature no longer has the Restrained condition and can escape from the corpse by using 15 feet of movement, exiting Prone.","","","","","","Arctic",""
"Riding Horse","MM'25","368","Large","Beast","unaligned","11","13 (2d10 + 2)","60 ft.","16","13","12","2","11","7","","","","","","","passive Perception 10","—","1/4 (XP 50; PB +2)","","Hooves. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3) Bludgeoning damage.","","","","","","","Grassland, Urban",""
"Roc","MM'25","261","Gargantuan","Monstrosity","unaligned","15","248 (16d20 + 80)","20 ft., Fly 120 ft.","28","10","20","3","10","9","Dex +4, Wis +4","Perception +8","","","","","passive Perception 18","—","11 (XP 7,200; PB +4)","","Multiattack. The roc makes two Beak attacks. It can replace one attack with a Talons attack.
Beak. Melee Attack Roll: +13, reach 10 ft. Hit: 28 (3d12 + 9) Piercing damage.
Talons. Melee Attack Roll: +13, reach 5 ft. Hit: 23 (4d6 + 9) Slashing damage. If the target is a Huge or smaller creature, it has the Grappled condition (escape DC 19) from both talons, and it has the Restrained condition until the grapple ends.","Swoop (Recharge 5–6). If the roc has a creature Grappled, the roc flies up to half its Fly Speed without provoking Opportunity Attacks and drops that creature.","","","","","","Arctic, Coastal, Desert, Hill, Mountain","Any"
"Roper","MM'25","262","Large","Aberration","neutral evil","20","93 (11d10 + 33)","10 ft., Climb 20 ft.","18","8","17","7","16","6","","Perception +6, Stealth +5","","","","","Darkvision 60 ft., passive Perception 16","—","5 (XP 1,800; PB +3)","Spider Climb. The roper can climb difficult surfaces, including along ceilings, without needing to make an ability check.","Multiattack. The roper makes two Tentacle attacks, uses Reel, and makes two Bite attacks.
Bite. Melee Attack Roll: +7, reach 5 ft. Hit: 17 (3d8 + 4) Piercing damage.
Tentacle. Melee Attack Roll: +7, reach 60 ft. Hit: The target has the Grappled condition (escape DC 14) from one of six tentacles, and the target has the Poisoned condition until the grapple ends.The tentacle can be damaged, freeing a creature it has Grappled when destroyed (AC 20, HP 10, Immunity to Poison and Psychic damage). Damaging the tentacle deals no damage to the roper, and a destroyed tentacle regrows at the start of the roper's next turn.
Reel. The roper pulls each creature Grappled by it up to 30 feet straight toward it.","","","","","","","Underdark","Any"
"Rust Monster","MM'25","263","Medium","Monstrosity","unaligned","14","33 (6d8 + 6)","40 ft.","13","12","13","2","13","6","","","","","","","Darkvision 60 ft., passive Perception 11","—","1/2 (XP 100; PB +2)","Iron Scent. The rust monster can pinpoint the location of ferrous metal within 30 feet of itself.","Multiattack. The rust monster makes one Bite attack and uses Antennae twice.
Bite. Melee Attack Roll: +3, reach 5 ft. Hit: 5 (1d8 + 1) Piercing damage.
Antennae. The rust monster targets one nonmagical metal object—armor or a weapon—worn or carried by a creature within 5 feet of itself. Dexterity Saving Throw: DC 11, the creature with the object. Failure: The object takes a -1 penalty to the AC it offers (armor) or to its attack rolls (weapon). Armor is destroyed if the penalty reduces its AC to 10, and a weapon is destroyed if its penalty reaches -5. The penalty can be removed by casting the Mending spell on the armor or weapon.
Destroy Metal. The rust monster touches a nonmagical metal object within 5 feet of itself that isn't being worn or carried. The touch destroys a 1-foot Cube of the object.","","Reflexive Antennae. Trigger: An attack roll hits the rust monster. Response: The rust monster uses Antennae.","","","","","Underdark",""
"Saber-Toothed Tiger","MM'25","369","Large","Beast","unaligned","13","52 (7d10 + 14)","40 ft.","18","17","15","3","12","8","Str +6, Dex +5","Perception +5, Stealth +7","","","","","Darkvision 60 ft., passive Perception 15","—","2 (XP 450; PB +2)","Running Leap. With a 10-foot running start, the tiger can Long Jump up to 25 feet.","Multiattack. The tiger makes two Rend attacks.
Rend. Melee Attack Roll: +6, reach 5 ft. Hit: 11 (2d6 + 4) Slashing damage.","Nimble Escape. The tiger takes the Disengage or Hide action.","","","","","","Arctic, Hill, Mountain",""
"Sahuagin Warrior","MM'25","264","Medium","Fiend","lawful evil","12","22 (4d8 + 4)","30 ft., Swim 40 ft.","13","11","12","12","13","9","","Perception +5","","acid, cold","","","Darkvision 120 ft., passive Perception 15","Sahuagin","1/2 (XP 100; PB +2)","Blood Frenzy. The sahuagin has Advantage on attack rolls against any creature that doesn't have all its Hit Points.
Limited Amphibiousness. The sahuagin can breathe air and water, but it must be submerged at least once every 4 hours to avoid suffocating outside water.
Shark Telepathy. The sahuagin can magically control sharks within 120 feet of itself, using a special telepathy.","Multiattack. The sahuagin makes two Claw attacks.
Claw. Melee Attack Roll: +3, reach 5 ft. Hit: 4 (1d6 + 1) Slashing damage.","Aquatic Charge. The sahuagin swims up to its Swim Speed straight toward an enemy it can see.","","","","","","Coastal, Underwater","Any"
"Salamander","MM'25","267","Large","Elemental","neutral evil","15","90 (12d10 + 24)","30 ft., Climb 30 ft.","18","14","15","11","10","12","","","cold","","fire","","Darkvision 60 ft., passive Perception 10","Primordial (Ignan)","5 (XP 1,800; PB +3)","Fire Aura. At the end of each of the salamander's turns, each creature of the salamander's choice in a 5-foot Emanation originating from the salamander takes 7 (2d6) Fire damage.","Multiattack. The salamander makes two Flame Spear attacks. It can replace one attack with a use of Constrict.
Flame Spear. Melee or Ranged Attack Roll: +7, reach 5 ft. or range 20/60 ft. Hit: 13 (2d8 + 4) Piercing damage plus 7 (2d6) Fire damage. Hit or Miss: The spear magically returns to the salamander's hand immediately after a ranged attack.
Constrict. Strength Saving Throw: DC 15, one Large or smaller creature the salamander can see within 10 feet. Failure: 11 (2d6 + 4) Bludgeoning damage plus 7 (2d6) Fire damage. The target has the Grappled condition (escape DC 14), and it has the Restrained condition until the grapple ends.","","","","","","","Planar (Elemental Plane of Fire), Underdark","Armaments"
"Satyr","MM'25","268","Medium","Fey","chaotic neutral","13","31 (7d8)","40 ft.","12","16","11","12","10","14","","Perception +2, Performance +6, Stealth +5","","","","","passive Perception 12","Common, Elvish, Sylvan","1/2 (XP 100; PB +2)","Magic Resistance. The satyr has Advantage on saving throws against spells and other magical effects.","Hooves. Melee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3) Bludgeoning damage. If the target is a Medium or smaller creature, the satyr pushes the target up to 10 feet straight away from itself.
Mockery. Wisdom Saving Throw: DC 12, one creature the satyr can see within 90 feet. Failure: 5 (1d6 + 2) Psychic damage.","","","","","","","Forest, Planar (Feywild)","Implements"
"Scorpion","MM'25","369","Tiny","Beast","unaligned","11","1 (1d4 - 1)","10 ft.","2","11","8","1","8","2","","","","","","","Blindsight 10 ft., passive Perception 9","—","0 (XP 10; PB +2)","","Sting. Melee Attack Roll: +2, reach 5 ft. Hit: 1 Piercing damage plus 3 (1d6) Poison damage.","","","","","","","Desert",""
"Scout","MM'25","270","Small or Medium","Humanoid","neutral","13","16 (3d8 + 3)","30 ft.","11","14","12","11","13","11","","Nature +4, Perception +5, Stealth +6, Survival +5","","","","","passive Perception 15","Common plus one other language","1/2 (XP 100; PB +2)","","Multiattack. The scout makes two attacks, using Shortsword and Longbow in any combination.
Shortsword. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage.
Longbow. Ranged Attack Roll: +4, range 150/600 ft. Hit: 6 (1d8 + 2) Piercing damage.","","","","","","","Any","Individual, Implements"
"Sea Hag","MM'25","271","Medium","Fey","chaotic evil","14","52 (7d8 + 21)","30 ft., Swim 40 ft.","16","13","16","12","12","13","","","","","","","Darkvision 60 ft., passive Perception 11","Common, Giant, Primordial (Aquan)","2 (XP 450; PB +2)","Amphibious. The hag can breathe air and water.
Coven Magic. While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 11): Augury, Find Familiar, Identify, Locate Object, Scrying, or Unseen Servant. The hag must finish a Long Rest before using this trait to cast that spell again.
Vile Appearance. Wisdom Saving Throw: DC 11, any Beast or Humanoid that starts its turn within 30 feet of the hag and can see the hag's true form. Failure: The target has the Frightened condition until the start of its next turn. Success: The target is immune to this hag's Vile Appearance for 24 hours.","Claw. Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3) Slashing damage.
Death Glare (Recharge 5–6). Wisdom Saving Throw: DC 11, one Frightened creature the hag can see within 30 feet. Failure: If the target has 20 Hit Points or fewer, it drops to 0 Hit Points. Otherwise, the target takes 13 (3d8) Psychic damage.
Illusory Appearance. The hag casts Disguise Self, using Constitution as the spellcasting ability (spell save DC 13). The spell's duration is 24 hours.","","","","","","","Coastal, Underwater","Arcana"
"Seahorse","MM'25","369","Tiny","Beast","unaligned","12","1 (1d4 - 1)","5 ft., Swim 20 ft.","1","12","8","1","10","2","","Perception +2, Stealth +5","","","","","passive Perception 12","—","0 (PB +2)","Water Breathing. The seahorse can breathe only underwater.","Bubble Dash. While underwater, the seahorse moves up to its Swim Speed without provoking Opportunity Attacks.","","","","","","","Underwater",""
"Shadow","MM'25","272","Medium","Undead","chaotic evil","12","27 (5d8 + 5)","40 ft.","6","14","13","6","10","8","","Stealth +6","radiant","acid, cold, fire, lightning, thunder","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Darkvision 60 ft., passive Perception 10","—","1/2 (XP 100; PB +2)","Amorphous. The shadow can move through a space as narrow as 1 inch without expending extra movement to do so.
Sunlight Weakness. While in sunlight, the shadow has Disadvantage on D20 Tests.","Draining Swipe. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Necrotic damage, and the target's Strength score decreases by 1d4. The target dies if this reduces that score to 0. If a Humanoid is slain by this attack, a Shadow rises from the corpse 1d4 hours later.","Shadow Stealth. While in Dim Light or Darkness, the shadow takes the Hide action.","","","","","","Planar (Shadowfell), Underdark, Urban",""
"Shambling Mound","MM'25","276","Large","Plant","unaligned","15","110 (13d10 + 39)","30 ft., Swim 20 ft.","18","8","16","5","10","5","","Stealth +3","","cold, fire","lightning","deafened, exhaustion","Blindsight 60 ft., passive Perception 10","—","5 (XP 1,800; PB +3)","Lightning Absorption. Whenever the shambling mound is subjected to Lightning damage, it regains a number of Hit Points equal to the Lightning damage dealt.","Multiattack. The shambling mound makes three Charged Tendril attacks. It can replace one attack with a use of Engulf.
Charged Tendril. Melee Attack Roll: +7, reach 10 ft. Hit: 7 (1d6 + 4) Bludgeoning damage plus 5 (2d4) Lightning damage. If the target is a Medium or smaller creature, the shambling mound pulls the target 5 feet straight toward itself.
Engulf. Strength Saving Throw: DC 15, one Medium or smaller creature within 5 feet. Failure: The target is pulled into the shambling mound's space and has the Grappled condition (escape DC 14). Until the grapple ends, the target has the Blinded and Restrained conditions, and it takes 10 (3d6) Lightning damage at the start of each of its turns. When the shambling mound moves, the Grappled target moves with it, costing it no extra movement. The shambling mound can have only one creature Grappled by this action at a time.","","","","","","","Forest, Swamp",""
"Shield Guardian","MM'25","277","Large","Construct","unaligned","17","142 (15d10 + 60)","30 ft.","18","8","18","7","10","3","","","","","poison","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","Blindsight 10 ft., Darkvision 60 ft., passive Perception 10","Understands commands given in any language but can't speak","7 (XP 2,900; PB +3)","Bound. The guardian is magically bound to an amulet. While the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (round up) is transferred to the guardian.
Regeneration. The guardian regains 10 Hit Points at the start of each of its turns if it has at least 1 Hit Point.
Spell Storing. A spellcaster who wears the guardian's amulet can cause the guardian to store one spell of level 4 or lower. To do so, the wearer must cast the spell on the guardian while within 5 feet of it. The spell has no effect but is stored within the guardian. Any previously stored spell is lost when a new spell is stored. The guardian can cast the spell stored with any parameters set by the original caster, requiring no spell components and using the caster's spellcasting ability. The stored spell is then lost.","Multiattack. The guardian makes two Fist attacks.
Fist. Melee Attack Roll: +7, reach 10 ft. Hit: 11 (2d6 + 4) Bludgeoning damage plus 7 (2d6) Force damage.","","Protection. Trigger: An attack roll hits the wearer of the guardian's amulet while the wearer is within 5 feet of the guardian. Response: The wearer gains a +5 bonus to AC, including against the triggering attack and possibly causing it to miss, until the start of the guardian's next turn.","","","","","Urban",""
"Shrieker Fungus","MM'25","125","Medium","Plant","unaligned","5","13 (3d8)","5 ft.","1","1","10","1","3","1","","","","","","blinded, charmed, deafened, frightened","Blindsight 30 ft., passive Perception 6","—","0 (PB +2)","","","","Shriek. Trigger: A creature or a source of Bright Light moves within 30 feet of the shrieker. Response: The shrieker emits a shriek audible within 300 feet of itself for 1 minute or until the shrieker dies.","","","","","Underdark",""
"Silver Dragon Wyrmling","MM'25","278","Medium","Dragon (Metallic)","lawful good","17","45 (6d8 + 18)","30 ft., Fly 60 ft.","19","10","17","12","11","15","Dex +2, Wis +2","Perception +4, Stealth +2","","","cold","","Blindsight 10 ft., Darkvision 60 ft., passive Perception 14","Draconic","2 (XP 450; PB +2)","","Multiattack. The dragon makes two Rend attacks.
Rend. Melee Attack Roll: +6, reach 5 ft. Hit: 9 (1d10 + 4) Piercing damage.
Cold Breath (Recharge 5–6). Constitution Saving Throw: DC 13, each creature in a 15-foot Cone. Failure: 18 (4d8) Cold damage. Success: Half damage.
Paralyzing Breath. Constitution Saving Throw: DC 13, each creature in a 15-foot Cone. First Failure: The target has the Incapacitated condition until the end of its next turn, when it repeats the save. Second Failure: The target has the Paralyzed condition, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.","","","","","","","Mountain, Urban","Arcana"
"Skeleton","MM'25","282","Medium","Undead","lawful evil","14","13 (2d8 + 4)","30 ft.","10","16","15","6","8","5","","","bludgeoning","","poison","exhaustion, poisoned","Darkvision 60 ft., passive Perception 9","Understands Common plus one other language but can't speak","1/4 (XP 50; PB +2)","","Shortsword. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Piercing damage.
Shortbow. Ranged Attack Roll: +5, range 80/320 ft. Hit: 6 (1d6 + 3) Piercing damage.","","","","","","","Planar (Shadowfell), Underdark, Urban",""
"Slaad Tadpole","MM'25","284","Tiny","Aberration","chaotic neutral","12","7 (3d4)","30 ft., Burrow 10 ft.","7","15","10","3","5","3","","Stealth +4","","acid, cold, fire, lightning, thunder","","","Darkvision 60 ft., passive Perception 7","Understands Slaad but can't speak","1/8 (XP 25; PB +2)","Magic Resistance. The slaad has Advantage on saving throws against spells and other magical effects.","Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage.","","","","","","","Planar (Limbo)","Any"
"Solar","MM'25","288","Large","Celestial (Angel)","lawful good","21","297 (22d10 + 176)","50 ft., Fly 150 ft. (hover)","26","22","26","25","25","30","","Perception +14","","","poison, radiant","charmed, exhaustion, frightened, poisoned","Truesight 120 ft., passive Perception 24","All; telepathy 120 ft.","21 (XP 33,000; PB +7)","Divine Awareness. The solar knows if it hears a lie.
Exalted Restoration. If the solar dies outside Mount Celestia, its body disappears, and it gains a new body instantly, reviving with all its Hit Points somewhere in Mount Celestia.
Legendary Resistance (4/Day). If the solar fails a saving throw, it can choose to succeed instead.
Magic Resistance. The solar has Advantage on saving throws against spells and other magical effects.","Multiattack. The solar makes two Flying Sword attacks. It can replace one attack with a use of Slaying Bow.
Flying Sword. Melee or Ranged Attack Roll: +15, reach 10 ft. or range 120 ft. Hit: 22 (4d6 + 8) Slashing damage plus 36 (8d8) Radiant damage. Hit or Miss: The sword magically returns to the solar's hand or hovers within 5 feet of the solar immediately after a ranged attack.
Slaying Bow. Dexterity Saving Throw: DC 21, one creature the solar can see within 600 feet. Failure: If the creature has 100 Hit Points or fewer, it dies. It otherwise takes 24 (4d8 + 6) Piercing damage plus 36 (8d8) Radiant damage.
Spellcasting. The solar casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 25):At will: Detect Evil and Good1/day each: Commune, Control Weather, Dispel Evil and Good, Resurrection","Divine Aid (3/Day). The solar casts Cure Wounds (level 2 version), Lesser Restoration, or Remove Curse, using the same spellcasting ability as Spellcasting.","","Blinding Gaze. Constitution Saving Throw: DC 25, one creature the solar can see within 120 feet. Failure: The target has the Blinded condition for 1 minute. Failure or Success: The solar can't take this action again until the start of its next turn.
Radiant Teleport. The solar teleports up to 60 feet to an unoccupied space it can see. Dexterity Saving Throw: DC 25, each creature in a 10-foot Emanation originating from the solar at its destination space. Failure: 11 (2d10) Radiant damage. Success: Half damage.","","","","Planar (Upper Planes)","Any"
"Specter","MM'25","290","Medium","Undead","chaotic evil","12","22 (5d8)","30 ft., Fly 50 ft. (hover)","1","14","11","10","10","11","","","","acid, bludgeoning, cold, fire, lightning, piercing, slashing, thunder","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Darkvision 60 ft., passive Perception 10","Understands Common plus one other language but can't speak","1 (XP 200; PB +2)","Incorporeal Movement. The specter can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.
Sunlight Sensitivity. While in sunlight, the specter has Disadvantage on ability checks and attack rolls.","Life Drain. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (2d6) Necrotic damage. If the target is a creature, its Hit Point maximum decreases by an amount equal to the damage taken.","","","","","","","Underdark, Urban",""
"Sphinx of Lore","MM'25","293","Large","Celestial","lawful neutral","17","170 (20d10 + 60)","40 ft., Fly 60 ft.","18","15","16","18","18","18","","Arcana +12, History +12, Perception +8, Religion +12","","necrotic, radiant","psychic","charmed, frightened","Truesight 120 ft., passive Perception 18","Celestial, Common","11 (XP 7,200, or 8,400 in lair; PB +4)","Inscrutable. No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom (Insight) checks made to ascertain its intentions or sincerity are made with Disadvantage.
Legendary Resistance (3/Day, or 4/Day in Lair). If the sphinx fails a saving throw, it can choose to succeed instead.","Multiattack. The sphinx makes three Claw attacks.
Claw. Melee Attack Roll: +8, reach 5 ft. Hit: 14 (3d6 + 4) Slashing damage.
Mind-Rending Roar (Recharge 5–6). Wisdom Saving Throw: DC 16, each enemy in a 300-foot Emanation originating from the sphinx. Failure: 35 (10d6) Psychic damage, and the target has the Incapacitated condition until the start of the sphinx's next turn.
Spellcasting. The sphinx casts one of the following spells, requiring no Material components and using Intelligence as the spellcasting ability (spell save DC 16):At will: Detect Magic, Identify, Mage Hand, Minor Illusion, Prestidigitation1/day each: Dispel Magic, Legend Lore, Locate Object, Plane Shift, Remove Curse, Tongues","","","Arcane Prowl. The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.
Weight of Years. Constitution Saving Throw: DC 16, one creature the sphinx can see within 120 feet. Failure: The target gains 1 Exhaustion level. While the target has any Exhaustion levels, it appears 3d10 years older. Failure or Success: The sphinx can't take this action again until the start of its next turn.","","","The region containing a sphinx of lore's or sphinx of valor's lair is altered by its presence, creating the following effects:Distant Sight. While in its lair, the sphinx can cast Clairvoyance, requiring no spell components and using the same spellcasting ability as its Spellcasting action. When cast this way, the spell's range is 1 mile.Infusion of Knowledge. Whenever the sphinx or one of its allies takes a Study action while within 1 mile of the lair, it adds 1d6 to any ability check it makes for that action.If the sphinx dies or moves its lair elsewhere, these effects end immediately.","Desert, Planar (Upper Planes)","Arcana"
"Sphinx of Valor","MM'25","294","Large","Celestial","lawful neutral","17","199 (19d10 + 95)","40 ft., Fly 60 ft.","22","10","20","16","23","18","Dex +6, Con +11, Int +9, Wis +12","Arcana +9, Perception +12, Religion +15","","necrotic, radiant","psychic","charmed, frightened","Truesight 120 ft., passive Perception 22","Celestial, Common","17 (XP 18,000, or 20,000 in lair; PB +6)","Inscrutable. No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom (Insight) checks made to ascertain its intentions or sincerity are made with Disadvantage.
Legendary Resistance (3/Day, or 4/Day in Lair). If the sphinx fails a saving throw, it can choose to succeed instead.","Multiattack. The sphinx makes two Claw attacks and uses Roar.
Claw. Melee Attack Roll: +12, reach 5 ft. Hit: 20 (4d6 + 6) Slashing damage.
Roar (3/Day). The sphinx emits a magical roar. Whenever it roars, the roar has a different effect, as detailed below (the sequence resets when it takes a Long Rest):First Roar. Wisdom Saving Throw: DC 20, each enemy in a 500-foot Emanation originating from the sphinx. Failure: The target has the Frightened condition for 1 minute.Second Roar. Wisdom Saving Throw: DC 20, each enemy in a 500-foot Emanation originating from the sphinx. Failure: The target has the Paralyzed condition, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.Third Roar. Constitution Saving Throw: DC 20, each enemy in a 500-foot Emanation originating from the sphinx. Failure: 44 (8d10) Thunder damage, and the target has the Prone condition. Success: Half damage only.
Spellcasting. The sphinx casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 20):At will: Detect Evil and Good, Thaumaturgy1/day each: Detect Magic, Dispel Magic, Greater Restoration, Heroes' Feast, Zone of Truth","","","Arcane Prowl. The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.
Weight of Years. Constitution Saving Throw: DC 16, one creature the sphinx can see within 120 feet. Failure: The target gains 1 Exhaustion level. While the target has any Exhaustion levels, it appears 3d10 years older. Failure or Success: The sphinx can't take this action again until the start of its next turn.","","","The region containing a sphinx of lore's or sphinx of valor's lair is altered by its presence, creating the following effects:Distant Sight. While in its lair, the sphinx can cast Clairvoyance, requiring no spell components and using the same spellcasting ability as its Spellcasting action. When cast this way, the spell's range is 1 mile.Infusion of Knowledge. Whenever the sphinx or one of its allies takes a Study action while within 1 mile of the lair, it adds 1d6 to any ability check it makes for that action.If the sphinx dies or moves its lair elsewhere, these effects end immediately.","Desert, Planar (Upper Planes)","Arcana"
"Sphinx of Wonder","MM'25","291","Tiny","Celestial","lawful good","13","24 (7d4 + 7)","20 ft., Fly 40 ft.","6","17","13","15","12","11","","Arcana +4, Religion +4, Stealth +5","","necrotic, psychic, radiant","","","Darkvision 60 ft., passive Perception 11","Celestial, Common","1 (XP 200; PB +2)","Magic Resistance. The sphinx has Advantage on saving throws against spells and other magical effects.","Rend. Melee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3) Slashing damage plus 7 (2d6) Radiant damage.","","Burst of Ingenuity (2/Day). Trigger: The sphinx or another creature within 30 feet makes an ability check or a saving throw. Response: The sphinx adds 2 to the roll.","","","","","Desert, Planar (Upper Planes)","Arcana"
"Spider","MM'25","369","Tiny","Beast","unaligned","12","1 (1d4 - 1)","20 ft., Climb 20 ft.","2","14","8","1","10","2","","Stealth +4","","","","","Darkvision 30 ft., passive Perception 10","—","0 (XP 10; PB +2)","Spider Climb. The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check.
Web Walker. The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web.","Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 1 Piercing damage plus 2 (1d4) Poison damage.","","","","","","","Desert, Forest, Swamp, Underdark, Urban",""
"Spirit Naga","MM'25","297","Large","Fiend","chaotic evil","17","135 (18d10 + 36)","40 ft.","18","17","14","16","15","16","Dex +6, Con +5, Wis +5, Cha +6","","","","poison","charmed, poisoned","Darkvision 60 ft., passive Perception 12","Abyssal, Common","8 (XP 3,900; PB +3)","Fiendish Restoration. If it dies, the naga returns to life in 1d6 days and regains all its Hit Points. Only a Wish spell can prevent this trait from functioning.","Multiattack. The naga makes three attacks, using Bite or Necrotic Ray in any combination.
Bite. Melee Attack Roll: +7, reach 10 ft. Hit: 7 (1d6 + 4) Piercing damage plus 14 (4d6) Poison damage.
Necrotic Ray. Ranged Attack Roll: +6, range 60 ft. Hit: 21 (6d6) Necrotic damage.
Spellcasting. The naga casts one of the following spells, requiring no Somatic or Material components and using Intelligence as the spellcasting ability (spell save DC 14):At will: Detect Magic, Mage Hand, Minor Illusion, Water Breathing2/day each: Detect Thoughts, Dimension Door, Hold Person (level 3 version), Lightning Bolt (level 4 version)","","","","","","","Planar (Lower Planes), Underdark","Arcana"
